company_name,domain,linkedin_url,category_norm,proxy_use_case_norm,proxy_relevance,country,company_size,source_dataset
AppsFlyer,appsflyer.com,https://www.linkedin.com/company/appsflyerhq,Other / Unknown,Needs validation,HIGH,United States,Enterprise (5000+),hot_leads
Clarivate,clarivate.com,https://www.linkedin.com/company/clarivate,Other / Unknown,Needs validation,HIGH,United Kingdom,Enterprise (5000+),hot_leads
Casper,casper.com,https://www.linkedin.com/company/casper,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Enterprise (5000+),hot_leads
CHEQ,cheq.ai,https://www.linkedin.com/company/cheq-ai,Other / Unknown,Needs validation,HIGH,United States,Enterprise (5000+),hot_leads
Chargebee,chargebee.com,https://www.linkedin.com/company/chargebee,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United States,Enterprise (5000+),hot_leads
Manakey,manakey.com,https://www.linkedin.com/company/manakey-group-llc,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
Demand Metric,demandmetric.com,https://www.linkedin.com/company/demand-metric,SEO / SERP Data,SERP scraping / rank tracking,HIGH,Canada,Mid-Market (201-1000),hot_leads
Demandwell,demandwell.com,https://www.linkedin.com/company/demandwell,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,SMB (51-200),hot_leads
Qlik,qlik.com,https://www.linkedin.com/company/qlik,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Enterprise (5000+),hot_leads
Boomi,boomi.com,https://www.linkedin.com/company/boomi-inc,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Enterprise (5000+),hot_leads
Ecolab,ecolab.com,https://www.linkedin.com/company/ecolab,Other / Unknown,Needs validation,HIGH,United States,Enterprise (5000+),hot_leads
Flintfox by Enable,enable.com,https://www.linkedin.com/company/enable-software,Other / Unknown,Needs validation,HIGH,United States,Enterprise (5000+),hot_leads
ePB,epb.com,https://www.linkedin.com/company/epbofchattanooga,Other / Unknown,Needs validation,HIGH,United States,Enterprise (5000+),hot_leads
Paceantipiracy,paceap.com,https://www.linkedin.com/company/paceantipiracy,Other / Unknown,Needs validation,HIGH,United Kingdom,Mid-Market (201-1000),hot_leads
BrandVerity,brandverity.com,https://www.linkedin.com/company/brandverity,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Brandwise,brandwise.com,https://www.linkedin.com/company/brandwise,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Rocketreach.co,rocketreach.co,https://www.linkedin.com/company/rocketreach.co,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Marketing 360,marketing360.com,https://www.linkedin.com/company/marketing-360%c2%ae,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,SMB (51-200),hot_leads
Dexi.io,dexi.io,https://www.linkedin.com/company/dexi.io,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United Kingdom,SMB (51-200),hot_leads
Diffbot,diffbot.com,https://www.linkedin.com/company/diffbot,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,SMB (51-200),hot_leads
MARKT-PILOT PRICEGUIDE,markt-pilot.com,https://www.linkedin.com/company/markt-pilot,Other / Unknown,Needs validation,HIGH,Germany,SMB (51-200),hot_leads
Revionics,revionics.com,https://www.linkedin.com/company/revionics,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United States,Mid-Market (201-1000),hot_leads
Revenue Analytics,revenueanalytics.com,https://www.linkedin.com/company/revenue-analytics-inc-,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
ReviewGators,reviewgators.com,https://www.linkedin.com/company/reviewgators,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
IG&H Quantivate,quantivate.com,https://www.linkedin.com/company/quantivate,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United States,Mid-Market (201-1000),hot_leads
Signal AI,signal-ai.com,https://www.linkedin.com/company/signal-artificial-intelligence,Other / Unknown,Needs validation,HIGH,United Kingdom,Mid-Market (201-1000),hot_leads
Nextrow,nextrow.com,https://www.linkedin.com/company/nextrow,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Netcraft,netcraft.com,https://www.linkedin.com/company/netcraft,Other / Unknown,Needs validation,HIGH,United Kingdom,Mid-Market (201-1000),hot_leads
Beauhurst,beauhurst.com,https://www.linkedin.com/company/beauhurst,Other / Unknown,Needs validation,HIGH,United Kingdom,Mid-Market (201-1000),hot_leads
Cnet,cnet.com,https://www.linkedin.com/company/cnet,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Enterprise (5000+),hot_leads
Ionos,ionos.com,https://www.linkedin.com/company/ionos,SEO / SERP Data,SERP scraping / rank tracking,HIGH,Germany,Enterprise (5000+),hot_leads
LocaliQ,localiq.com,https://www.linkedin.com/company/localiq,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Enterprise (5000+),hot_leads
Firstinsight,firstinsight.com,https://www.linkedin.com/company/firstinsight,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United States,Mid-Market (201-1000),hot_leads
Shogun,getshogun.com,https://www.linkedin.com/company/shogun,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Upguard,upguard.com,https://www.linkedin.com/company/upguard,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Jaeves,https://jaeves.com/,linkedin.com/company/jaeves-ai,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Exxat Systems,exxat.com,https://www.linkedin.com/company/exxat-systems,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Ba&sh,ba-sh.com,https://www.linkedin.com/company/ba&sh,Other / Unknown,Needs validation,HIGH,France,Enterprise (5000+),hot_leads
Telus,telus.com,https://www.linkedin.com/company/telus,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,Canada,Enterprise (5000+),hot_leads
Demandtec,demandtec.com,https://www.linkedin.com/company/demandtec-inc,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United States,Large (1001-5000),hot_leads
Crownpeak DQM,crownpeak.com,https://www.linkedin.com/company/crownpeak-technology,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Large (1001-5000),hot_leads
Similarweb,similarweb.com,https://www.linkedin.com/company/similarweb,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Enterprise (5000+),hot_leads
Semrush,semrush.com,https://www.linkedin.com/company/semrush,Other / Unknown,Needs validation,HIGH,United States,Enterprise (5000+),hot_leads
Birdeye,birdeye.com,https://www.linkedin.com/company/birdeye,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Enterprise (5000+),hot_leads
Dunnhumby,dunnhumby.com,https://www.linkedin.com/company/dunnhumby,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United Kingdom,Enterprise (5000+),hot_leads
Fivetran,fivetran.com,https://www.linkedin.com/company/fivetran,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Enterprise (5000+),hot_leads
BrightEdge,brightedge.com,https://www.linkedin.com/company/brightedge,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Enterprise (5000+),hot_leads
Unitedlex,unitedlex.com,https://www.linkedin.com/company/unitedlex,Other / Unknown,Needs validation,HIGH,United States,Enterprise (5000+),hot_leads
Threat Command by Rapid7,rapid7.com,https://www.linkedin.com/company/rapid7,Other / Unknown,Needs validation,HIGH,United States,Enterprise (5000+),hot_leads
Zilliant,zilliant.com,https://www.linkedin.com/company/zilliant,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Key Lime Labs: Competitive Insights,keylimeinteractive.com,https://www.linkedin.com/company/key-lime-interactive,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
EDITED,edited.com,https://www.linkedin.com/company/edited,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United Kingdom,Mid-Market (201-1000),hot_leads
Apptopia,apptopia.com,https://www.linkedin.com/company/apptopia,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Nielsen,nielsen.com,https://www.linkedin.com/company/nielsen,Other / Unknown,Needs validation,HIGH,United States,Enterprise (5000+),hot_leads
Mimecast,mimecast.com,https://www.linkedin.com/company/mimecast,Other / Unknown,Needs validation,HIGH,United Kingdom,Enterprise (5000+),hot_leads
ARGOS,argos.co.uk,https://www.linkedin.com/company/argos-uk,Other / Unknown,Needs validation,HIGH,United Kingdom,Enterprise (5000+),hot_leads
Siteimprove,siteimprove.com,https://www.linkedin.com/company/siteimprove,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Enterprise (5000+),hot_leads
Bloomreach,bloomreach.com,https://www.linkedin.com/company/bloomreach,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Enterprise (5000+),hot_leads
Hackerrank,hackerrank.com,https://www.linkedin.com/company/hackerrank,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Enterprise (5000+),hot_leads
Deltek,deltek.com,https://www.linkedin.com/company/deltek,Other / Unknown,Needs validation,HIGH,United States,Enterprise (5000+),hot_leads
Informatica,informatica.com,https://www.linkedin.com/company/informatica,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Enterprise (5000+),hot_leads
Fraudlogix,fraudlogix.com,https://www.linkedin.com/company/fraudlogix,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
Fme Modules,fmemodules.com,https://www.linkedin.com/company/fme-modules,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,SMB (51-200),hot_leads
Sphere Technology Solutions,sphereco.com,https://www.linkedin.com/company/sphere-technology-solutions,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
Intertek,intertek.com,https://www.linkedin.com/company/intertek,Other / Unknown,Needs validation,HIGH,United Kingdom,Enterprise (5000+),hot_leads
Godaddy,godaddy.com,https://www.linkedin.com/company/godaddy,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Enterprise (5000+),hot_leads
Altair Monarch,altair.com,https://www.linkedin.com/company/altair-engineering,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Enterprise (5000+),hot_leads
Imperva,imperva.com,https://www.linkedin.com/company/imperva,Other / Unknown,Needs validation,HIGH,United States,Enterprise (5000+),hot_leads
Vistex,vistex.com,https://www.linkedin.com/company/vistex,Other / Unknown,Needs validation,HIGH,United States,Enterprise (5000+),hot_leads
DataSearch,datasearchinc.com,https://www.linkedin.com/company/datasearch-inc.,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
Datasembly,datasembly.com,https://www.linkedin.com/company/datasembly,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United States,SMB (51-200),hot_leads
Metsoofficial,metso.com,https://www.linkedin.com/company/metsoofficial,SEO / SERP Data,SERP scraping / rank tracking,HIGH,Finland,Enterprise (5000+),hot_leads
MixRank,mixrank.com,https://www.linkedin.com/company/mixrank,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
Gravitate,gravitatedesign.com,https://www.linkedin.com/company/gravitate-design-studio,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,SMB (51-200),hot_leads
Gtmbuddy,gtmbuddy.ai,https://www.linkedin.com/company/gtmbuddy,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
Growbydata,growbydata.com,https://www.linkedin.com/company/growbydata,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
Greendeck,greendeck.co,https://www.linkedin.com/company/greendeckco,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United Kingdom,SMB (51-200),hot_leads
ibi Data Migrator,ibi.com,https://www.linkedin.com/company/information-builders,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Large (1001-5000),hot_leads
Opentext,opentext.com,https://www.linkedin.com/company/opentext,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,Canada,Enterprise (5000+),hot_leads
Nuix,nuix.com,https://www.linkedin.com/company/nuix,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,Australia,Enterprise (5000+),hot_leads
Experience.com,experience.com,https://www.linkedin.com/company/experiencecom,Other / Unknown,Needs validation,HIGH,United States,Large (1001-5000),hot_leads
enigma,enigma.com,https://www.linkedin.com/company/enigma-technologies-inc-,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Pathmatics by Sensor Tower,sensortower.com,https://www.linkedin.com/company/sensor-tower,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Screaming Frog,screamingfrog.co.uk,https://www.linkedin.com/company/screaming-frog,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United Kingdom,Mid-Market (201-1000),hot_leads
SearchAtlas,searchatlas.com,https://www.linkedin.com/company/searchatlas,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Pricefx,pricefx.com,https://www.linkedin.com/company/pricefx,Other / Unknown,Needs validation,HIGH,Germany,Large (1001-5000),hot_leads
Matillion,matillion.com,https://www.linkedin.com/company/matillion-limited,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United Kingdom,Large (1001-5000),hot_leads
Reputation,reputation.com,https://www.linkedin.com/company/reputation-com,Other / Unknown,Needs validation,HIGH,United States,Large (1001-5000),hot_leads
Enago,enago.com,https://www.linkedin.com/company/enago,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Large (1001-5000),hot_leads
Minitab,minitab.com,https://www.linkedin.com/company/minitab,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Large (1001-5000),hot_leads
Moloco,moloco.com,https://www.linkedin.com/company/moloco,Other / Unknown,Needs validation,HIGH,United States,Large (1001-5000),hot_leads
Uberall,uberall.com,https://www.linkedin.com/company/get-uberall,SEO / SERP Data,SERP scraping / rank tracking,HIGH,Germany,Large (1001-5000),hot_leads
Vendavo,vendavo.com,https://www.linkedin.com/company/vendavo,Other / Unknown,Needs validation,HIGH,United States,Large (1001-5000),hot_leads
Wiser,wiser.com,https://www.linkedin.com/company/wiser,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Hubstream,hubstreamsoftware.com,https://www.linkedin.com/company/hubstream,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Wherescape,wherescape.com,https://www.linkedin.com/company/wherescape,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
Adthena,adthena.com,https://www.linkedin.com/company/adthena,Other / Unknown,Needs validation,HIGH,United Kingdom,Mid-Market (201-1000),hot_leads
Conductor,conductor.com,https://www.linkedin.com/company/conductor-inc-,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Large (1001-5000),hot_leads
Hanover Research,hanoverresearch.com,https://www.linkedin.com/company/hanover-research,Other / Unknown,Needs validation,HIGH,United States,Large (1001-5000),hot_leads
Pulsar Platform,pulsarplatform.com,https://www.linkedin.com/company/pulsar-platform,Other / Unknown,Needs validation,HIGH,United Kingdom,Large (1001-5000),hot_leads
Price Industries,priceindustries.com,https://www.linkedin.com/company/price-industries,Other / Unknown,Needs validation,HIGH,Canada,Enterprise (5000+),hot_leads
Bootcampdigital,bootcampdigital.com,https://www.linkedin.com/school/bootcampdigital,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Botify,botify.com,https://www.linkedin.com/company/botify,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Boardgamegeek,boardgamegeek.com,https://www.linkedin.com/company/boardgamegeek,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
Toolsgroup,toolsgroup.com,https://www.linkedin.com/company/toolsgroup,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United States,Mid-Market (201-1000),hot_leads
American Guardian Warranty Services,agws.com,https://www.linkedin.com/company/american-guardian-warranty-services-inc-,Other / Unknown,Needs validation,HIGH,United States,Large (1001-5000),hot_leads
Singular,singular.net,https://www.linkedin.com/company/singular-labs,Other / Unknown,Needs validation,HIGH,United States,Large (1001-5000),hot_leads
Corsearch,corsearch.com,https://www.linkedin.com/company/corsearchinc,Other / Unknown,Needs validation,HIGH,United Kingdom,Large (1001-5000),hot_leads
Sigmacomputing,sigmacomputing.com,https://www.linkedin.com/company/sigmacomputing,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Large (1001-5000),hot_leads
PureOxygenLabs,pureoxygenlabs.com,https://www.linkedin.com/company/pure-oxygen,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Celebros,celebros.com,https://www.linkedin.com/company/celebros,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Pricespider,pricespider.com,https://www.linkedin.com/company/pricespider,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Hevodata,hevodata.com,https://www.linkedin.com/company/hevodata,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
SE Ranking,seranking.com,https://www.linkedin.com/company/se-ranking,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
MediaRadar,mediaradar.com,https://www.linkedin.com/company/mediaradar-inc-,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Meniga,meniga.com,https://www.linkedin.com/company/meniga,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United Kingdom,Mid-Market (201-1000),hot_leads
Dataweave,dataweave.com,https://www.linkedin.com/company/dataweave,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Delivr,delivr.com,https://www.linkedin.com/company/delivr,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
KIVA,kiva.org,https://www.linkedin.com/company/kiva-org,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Kochava,kochava.com,https://www.linkedin.com/company/kochava,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Maltego,maltego.com,https://www.linkedin.com/company/maltego,Other / Unknown,Needs validation,HIGH,Germany,Mid-Market (201-1000),hot_leads
Tracerai,tracer.ai,https://www.linkedin.com/company/tracerai,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Profitero+,profitero.com,https://www.linkedin.com/company/profitero,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
ReportGarden,reportgarden.com,https://www.linkedin.com/company/reportgarden,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
QL2,ql2.com,https://www.linkedin.com/company/ql2-software,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United States,Mid-Market (201-1000),hot_leads
Feefo,feefo.com,https://www.linkedin.com/company/feefo,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United Kingdom,Mid-Market (201-1000),hot_leads
IntelligenceNode,intelligencenode.com,https://www.linkedin.com/company/intelligencenode,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Isentia,isentia.com,https://www.linkedin.com/company/isentia,Other / Unknown,Needs validation,HIGH,Australia,Large (1001-5000),hot_leads
Joinmosaic,joinmosaic.com,https://www.linkedin.com/company/joinmosaic,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Hypersonix,hypersonix.ai,https://www.linkedin.com/company/hypersonix-ai,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Cmswire,cmswire.com,https://www.linkedin.com/company/cmswire,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
Clootrack,clootrack.com,https://www.linkedin.com/company/clootrack,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Digimarc,digimarc.com,https://www.linkedin.com/company/digimarc,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Content Harmony,contentharmony.com,https://www.linkedin.com/company/content-harmony,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
STAT,statnews.com,https://www.linkedin.com/company/stat-news,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
DemandJump,demandjump.com,https://www.linkedin.com/company/demandjump,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Striim,striim.com,https://www.linkedin.com/company/striim,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
Linkdex,linkdex.com,https://www.linkedin.com/company/linkdex,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United Kingdom,Mid-Market (201-1000),hot_leads
Anakin Pricing Intelligence Platform,anakin.company,https://www.linkedin.com/company/anakintech,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Alluresecurity,alluresecurity.com,https://www.linkedin.com/company/alluresecurity,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Ipqualityscore,ipqualityscore.com,https://www.linkedin.com/company/ipqualityscore,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Axur,axur.com,https://www.linkedin.com/company/axur,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
System1group,system1group.com,https://www.linkedin.com/company/system1group,Other / Unknown,Needs validation,HIGH,United Kingdom,Mid-Market (201-1000),hot_leads
syte,syte.ai,https://www.linkedin.com/company/syte-ai,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,United States,Mid-Market (201-1000),hot_leads
TelmarHelixa,telmarhelixa.com,https://www.linkedin.com/company/telmargroupinc,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Web CEO,webceo.com,https://www.linkedin.com/company/web-ceo,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
VentureScanner,venturescanner.com,https://www.linkedin.com/company/venture-scanner,Other / Unknown,Needs validation,HIGH,United States,SMB (51-200),hot_leads
Veryfi,veryfi.com,https://www.linkedin.com/company/veryfi-inc,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,SMB (51-200),hot_leads
Webdataguru,webdataguru.com,https://www.linkedin.com/company/webdataguru,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,SMB (51-200),hot_leads
Competera,competera.ai,https://www.linkedin.com/company/competera,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Paige,paige.com,https://www.linkedin.com/company/premium-denim-llc-paige-,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
SinglePoint,singlepoint.com,https://www.linkedin.com/company/singlepoint,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Liminal,liminal.co,https://www.linkedin.com/company/liminalstrategy,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Superannotate,superannotate.com,https://www.linkedin.com/company/superannotate,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
Astera ReportMiner,astera.com,https://www.linkedin.com/company/astera-software,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
Synup,synup.com,https://www.linkedin.com/company/synup,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Authentix,authentix.com,https://www.linkedin.com/company/authentix,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Coalition Technologies,coalitiontechnologies.com,https://www.linkedin.com/company/coalition-technologies,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Ryte,ryte.com,https://www.linkedin.com/company/ryte-gmbh,SEO / SERP Data,SERP scraping / rank tracking,HIGH,Germany,Mid-Market (201-1000),hot_leads
BrightLocal,brightlocal.com,https://www.linkedin.com/company/bright-local-seo,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United Kingdom,Mid-Market (201-1000),hot_leads
Sequentum,sequentum.com,https://www.linkedin.com/company/sequentum,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
Technomile,technomile.com,https://www.linkedin.com/company/technomile,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Cognaize,cognaize.com,https://www.linkedin.com/company/cognaize,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
Seon Tech,seon.io,https://www.linkedin.com/company/seon-tech,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
SplitMetrics Acquire,splitmetrics.com,https://www.linkedin.com/company/split-metrics,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
MarqVision,marqvision.com,https://www.linkedin.com/company/marqvision,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Moz,moz.com,https://www.linkedin.com/company/moz,SEO / SERP Data,SERP scraping / rank tracking,HIGH,Canada,Large (1001-5000),hot_leads
Daloopa,daloopa.com,https://www.linkedin.com/company/daloopa,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
MobileAction,mobileaction.co,https://www.linkedin.com/company/mobile-action,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
DigitalStakeout,digitalstakeout.com,https://www.linkedin.com/company/digitalstakeout-inc.,Other / Unknown,Needs validation,HIGH,United States,Mid-Market (201-1000),hot_leads
Dreamhost,dreamhost.com,https://www.linkedin.com/company/dreamhost,SEO / SERP Data,SERP scraping / rank tracking,HIGH,United States,Mid-Market (201-1000),hot_leads
Klue,klue.com,https://www.linkedin.com/company/klue,Other / Unknown,Needs validation,HIGH,Canada,Large (1001-5000),hot_leads
RudderStack,rudderstack.com,https://www.linkedin.com/company/rudderstack,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,United States,Mid-Market (201-1000),hot_leads
xavvy,xavvy.solutions,https://www.linkedin.com/company/xavvy-fuel,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,,10000+,datarade_top200
TraderMade,tradermade.com,https://www.linkedin.com/company/tradermade,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,US,11-50,datarade_top200
OptionMetrics,optionmetrics.com,https://www.linkedin.com/company/optionmetrics,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,US,51-200,datarade_top200
Geolytica,poidata.xyz,,Web Scraping / Data Extraction,Web crawling / data extraction at scale,HIGH,,10000+,datarade_top200
Decision Software,dsimarketingservices.com,https://www.linkedin.com/company/decision-software,E-commerce / Price Intelligence,Marketplace / retail price monitoring,HIGH,US,11-50,datarade_top200
Solution Publishing,solpub.com,https://www.linkedin.com/company/solution-publishing,SEO / SERP Data,SERP scraping / rank tracking,HIGH,US,1-10,datarade_top200
